LICENSENO,BUSINESSNAME,DBANAME,COMMENTS,LOCATIONCOMMENTS,ISSDTTM,EXPDTTM,LICSTATUS,LICCAT,LICCATDESC,OPENING,CLOSING,PATRONSOUT,CAPACITY,PRIMAPPLICANT,PHONE,STNO,STNOHI,Address,CITY,STATE,ZIP,Location,LT,LO,Latitude,Longitude
LB-98927,"COPPERSMITH HALL, LLC",NULL,NONE,APPROXIMATLEY 7 306 SQUARE FEET OF AREA ON STREET LEVEL INCLUDING A DINING AREA  BAR  OUTDOOR SEATING AREA  SHOW KITCHEN  RESTAURANT KITCHEN  FOOD PREPARATION AREA  FOOD TRUCK AREA  COOLERS  FREEZER  PATIO  STORAGE AND MENS AN WOMENS LAVATORIES ALL AS SHOWN ON THE FLOOR PLAN ATTACHED HERETO.,2013-11-25,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,0,"COPPERSMITH HALL, LLC",(617)828-1760,40,,W Third St,South Boston,MA,02127,"(0.0, 0.0)",42.342436,-71.053848,42.342436,-71.05384
LB-98928,"GAME ON FENWAY, LLC",GAME ON SPORTS CAFÉ,PATIO CONDITIONS: 1) HOURS 11:00 A.M. - 11:00 P.M.;  AND 2) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.  ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH SUNDAYS 10:00 AM.,IN ONE ROOM  KITCHEN AND STORAGE IN BASEMENT; ONE ROOM AND KITCHEN ON FIRST FLOOR ENTRANCES & EXITS ON BROOKLINE AVENUE AND LANSDOWNE STREET WITH AN OUTDOOR SEASONAL PATIO ON LANSDOWNE STREET FROM APRIL THROUGH OCTOBER FOR 40 PATRONS ON PRIVATE PROPERTY. INSIDE CAPACITY BREAKDOWN: 1ST FLOOR - 254 (1,2013-11-26,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,649,"GAME ON FENWAY, LLC",NULL,72,82,  Lansdowne ST,Boston,MA,02215,"(0.0, 0.0)",42.347162,-71.097392,42.347162,-71.09739
LB-98931,"ASIAN CUISINE, INC.",TYPHOON-RESTAURANT,PATIO CONDITIONS: 1)OPERATING HOURS 11:00 A.M. - 11:00 P.M.; 2)ALCOHOL TO BE SERVED ONLY IN CONJUNCTION WITH FOOD ORDERED FROM THE MENU; AND3) MUST BE STAFFED AT ALL TIMES.,IN ONE ROOM ON THE FIRST FLOOR WITH A KITCHEN AND STORAGE ON MEZZANINE LEVEL.  INCLUDES AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER ON PRIVATE PROPERTY FOR 8 PATRONS.,2013-11-29,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,72,"ASIAN CUISINE, INC.",NULL,725,,  Boylston ST,Boston,MA,02116,"(0.0, 0.0)",42.349615,-71.080175,42.349615,-71.08017
LB-98933,"GLENBEG, INC.",AZURE,1.  Street entrance to be used as emergency exit only.  2.  Entrance to the restaurant only by hotel lobby.  3.) Sunday opening at 11:00 A.M. for alcohol service.,ON FIRST FLOOR  IN ONE ROOM FOR DINING WITH KITCHEN  BASEMENT FOR STORAGE; MAIN ENTRANCE/EXIT THROUGH LENOX HOTEL ONTO EXETER STREET  EMERGENCY EXIT THROUGH KITCHEN INTO HOTEL LOBBY; AND ALSO TO INCLUDE IN ONE ROOM WITH BAR ON FIRST FLOOR (EXETER ROOM),2013-11-26,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,300,"GLENBEG, INC.",NULL,65,,  Exeter ST,Boston,MA,02116,"(0.0, 0.0)",42.349003,-71.079286,42.349003,-71.07928
LB-98934,MUSEUM OF SCIENCE,BOSTON MUSEUM OF SCIENCE,,The entire building located within the City of Boston.,2013-11-22,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,3957,MUSEUM OF SCIENCE,NULL,1,,Science Pk,Boston,MA,02114,"(0.0, 0.0)",42.367799,-71.070808,42.367799,-71.07080
LB-98938,MCCARTHY'S INC. OF BOSTON,CURTIN'S ROADSIDE TAVERN,NONE,Rear entrance from yard; bulkhead entrance for stock; in one room on first floor; rear room on first floor and cellar for stock.  MANAGEMENT AGREEMENT APPROVED BY BLB AND ABCC BETWEEN MCCARTHY'S  INC. OF BOSTON AND P.T. O'SULLIVAN.,2013-11-26,2016-12-31,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,37,MCCARTHY'S INC. OF BOSTON,NULL,1592,,  Tremont ST,Roxbury,MA,02120,"(0.0, 0.0)",42.33345,-71.103164,42.33345,-71.10316
LB-98942,"BIG NIGHT VENUES BOSTON 1, LLC",RED LANTERN,BOTTLE SERVICE GRANTED BY BLB,Rear entrance to 1st fl. from alley; rear entrance to kitchen from 39 Stanhope St. for stock - in two rooms  bar and kitchen on 1st fl.; one dining room and kitchen on 2nd. fl.;cellar for stock.  Capacity breakdown: 1st fl - 35 @ stools  206 @ tables and chairs.,2013-11-25,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,241,"BIG NIGHT VENUES BOSTON 1, LLC",NULL,41,45,Stanhope St,Boston,MA,02116,"(0.0, 0.0)",42.348596,-71.073445,42.348596,-71.07344
LB-98943,"THE PARISH CAFE, INC.",THE PARISH CAFÉ,,In one room on the ground floor  with kitchen and storage in the rear  and a seasonal patio with a capacity of 40 on sidewalk in front of premises.,2013-11-21,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,140,"THE PARISH CAFE, INC.",NULL,359,,  Boylston ST,Boston,MA,02116,"(0.0, 0.0)",42.351962,-71.071619,42.351962,-71.07161
LB-98944,"UNO RESTAURANTS, LLC",UNO CHICAGO GRILL,Patio Conditions: 1) Alcoholic beverages to be served only in conjunction with food orders. 2) Outdoor patio to be cleared of patrons no later than midnight. 3) Barrier to separate sidewalk from patio. 4) 22 seats.,In one room and kitchen first floor; basement for stock - with a sidewalk patio -,2013-11-21,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,218,"UNO RESTAURANTS, LLC",NULL,731,,  Boylston ST,Boston,MA,02116,"(0.0, 0.0)",42.349594,-71.080256,42.349594,-71.08025
LB-98948,"VERDI, LLC",5 NAPKIN BURGER,1.  Open at 11:00 A.M. on Sundays. 2.  Alcohol to be served with food only on the patio. 3.  Patio to be staffed at all times when open. 4.  Must provide board with diagram of sidewalk barriers. 5.) 11:p.m. closing hour on the patio.,In one room on the first floor  dining lounge area  kitchen and storage in the rear  and to include a seasonal outside patio. CAPACITY BREAKDOWN: BAR STOOLS 15  TABLE SEATING 190  OUTDOOR CAFE  005   12 & OUTDOOR CAFE 006 16.,2013-11-22,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,233,"VERDI, LLC",NULL,105,,  Huntington AV,Boston,MA,02199,"(0.0, 0.0)",42.346167,-71.081179,42.346167,-71.08117
LB-98952,"AUDITORIUM CAFE, INC.",THE POUR HOUSE,1) Trash Pickup 6 days/week. 2) Food service available in all sections of the premises  including bar and lounge. 3) Dumpster locked. 4)No alcoholic beverages to be served after 1:00 a.m. to patrons not having ordered food from the menu.,Rear exit to public alley; in one room  kitchen and storage on 1 st. floor with a capacity of 153 persons; one room  kitchen and storage area in basement with capacity of 149.,2013-11-27,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,302,"AUDITORIUM CAFE, INC.",NULL,909,,  Boylston ST,Boston,MA,02115,"(0.0, 0.0)",42.348485,-71.084338,42.348485,-71.08433
LB-98954,"STRETFORD END, INC.",BRIGHTON MUSIC HALL,,Two rear exits for emergency;in 1 room & kitchen area on the 1st floor; rear basement for stock.  476 persons - 38 persons seated; 438 persons standing,2013-11-22,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,476,"STRETFORD END, INC.",NULL,158,,  Brighton AV,Allston,MA,02134,"(0.0, 0.0)",42.352873,-71.13259,42.352873,-71.1325
LB-98955,"JAJB, INC.",TAVERN IN THE SQUARE ALLSTON,ALCOHOL SERVICE TO BEGIN AT 10:00 A.M. ON SUNDAYS IN CONJUNCTION WITH BRUNCH.,REAR ENTRANCE TO ALLEY OFF 87 HARVARD AVENUE FOR STOCK; IN TWO ROOMS ON FIRST FLOOR  KITCHEN AND STOCK IN CELLAR.  ONE ROOM AND ANNUAL ROOFDECK PATIO FOR 150 PERSONS ON 2ND FLOOR FROM 8:00 A.M. - 12:00 A.M. DAILY.  INSIDE CAPACITY BREAKDOWN: 265 PERSONS STANDING; 315 SEATED.  PER BOSTON FIRE DEPARTM,2013-11-25,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,580,"JAJB, INC.",NULL,161,165,  Brighton AV,Allston,MA,02134,"(0.0, 0.0)",42.353275,-71.132645,42.353275,-71.13264
LB-98956,"SILHOUETTE LOUNGE, INC.",SILHOUETTE LOUNGE,,Rear entrance from alley to kitchen and bulkhead entrance to cellar for stock - in two rooms and kitchen on the first floor; cellar for stock.,2013-11-14,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,86,"SILHOUETTE LOUNGE, INC.",NULL,200,,  Brighton AV,Allston,MA,02134,"(0.0, 0.0)",42.353215,-71.134424,42.353215,-71.13442
LB-98958,"KERASOTES SHOWPLACE THEATRES, LLC",SHOWPLACE ICON AT BLOCK C SEAPORT SQUARE,NONE,IN TEN (10) INDIVIDUAL SCREENING ROOMS  LOUNGE AND LOBBY ENTRANCE AREA ON THIRD FLOOR; KITCHEN AND STORAGE ON MEZZANINE LEVEL;  ENTRANCES AND EXITS TO BUILDING LOBBY.  ADDRESS: BLOCK C SEAPORT SQUARE; BOSTON  MA 02210.,2013-11-27,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,176,"KERASOTES SHOWPLACE THEATRES,LLC",(630)301-0728,0,,  Block C Seaport SQ,Boston,MA,02210,"(0.0, 0.0)",42.352315,-71.046872,42.352315,-71.04687
LB-98962,"COLONIAL TAVERN, INCORPORATED",JACQUES RESTAURANT,1) UNIFORMED SECURITY GUARD MUST BE STATIONED IN FRONT OF PREMISES FROM 11:00 P.M. TO 1:00 A.M.; 2)GUARDMUST BE INSTRUCTED TO MOVE LOITERERS; 3) GUARDMUST BE INSTRUCTED TO CALL POLICE IF HE/SHE OBSERVES ANY ILLEGAL ACTIVITY; 4) DOOR MUST REMAIN CLOSED TO PREVENT NOISE; 5) LICENSEEMUST RESPOND TO NEIGHBORHOOD COMPLAINTS WITHIN 24 HOURS  MUST ATTEND BVNA MONTHLY MEETINGS; and 6) LICENSEEMUST MEET WITH BPD COMMUNITY LIASON ON A MONTHLY BASIS.,Exit onto Piedmont Street; In two rooms  kitchen  and office on first floor; One room and stockroom in basement.  Capacity breakdown: basement - 117; 1st fl - 171.,2013-11-22,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,12:00 AM,12:30 AM,288,"Colonial Tavern, Inc.",NULL,77,79,Broadway St,Boston,MA,02116,"(0.0, 0.0)",42.349817,-71.06715,42.349817,-71.0671
LB-98963,"WORKSHOP HOSPITALITY 1375, INC.",SWEET CHEEKS,Outdoor patio closing hour: 12:00 AM.,IN ONE ROOM ON THE FIRST FLOOR WITH KITCHEN AND STORAGE IN THE REAR AND MAIN ENTRANCE ON BOYLSTON STREET.  OUTDOOR PATIO AND SERVICE BAR ON PRIVATE PROPERTY WITH 116 SEATS.  Inside capacity breakdown: @ bar stools - 13; @ other stools - 20; @ tables & chairs - 64; standing - 36.,2013-11-25,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,133,"WORKSHOP HOSPITALITY 1375, INC.",NULL,1381,,  Boylston ST,Boston,MA,02215,"(0.0, 0.0)",42.34369,-71.101132,42.34369,-71.10113
LB-98964,"LUCKY STRIKE JILLIAN'S, L.L.C.",JILLIAN'S BILLIARD'S CLUB,Alcohol on the patio can only beservedin conjunction with meals.,Four rooms on the first floor including kitchen and storage area. Two rooms on second floor including two bathrooms  employee room  bathrooms and pantry. In the entire third floor including kitchen and storage area.  Includes seasonal outdoor patio in front of Premises for,2013-11-27,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,1675,"LUCKY STRIKE JILLIAN'S, L.L.C.",NULL,145,,Ipswich St,Boston,MA,02215,"(0.0, 0.0)",42.347402,-71.094409,42.347402,-71.09440
LB-98965,"OLIVER TWIST, INC.",CASK AND FLAGON,PATIO CONDITIONS:  A.) ALCOHOL TO BE SERVED ONLY IN CONJUNCTION WITH FOOD.  B.) PATIO TO BE STAFFED AT ALL TIMES.  11:00 A.M. OPENING ON SUNDAYS FOR THE SERVICE OF ALCOHOLIC BEVERAGES WITH BRUNCH.,Side entrance and emergency exit at 69 Lansdowne Street  enlarged dining room and kitchen with storage on the first floor; also enlarged function room on the first floor; basement for storage with an outdoor patio for 104 patrons between the hours of 8:00 a.m. - 2:00 a.m.  DPW LAND,2013-11-26,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,960,OLIVER TWIST INC,(617)536-4840,62,,  Brookline AV,Boston,MA,02215,"(0.0, 0.0)",42.34741,-71.098125,42.34741,-71.09812
LB-98972,"SAPHO, INC.",FOUR'S BOSTON,PATIO CONDITIONS: 1) HOURS OF OPERATION 11:00 AM-2:00 AM; 2) ALCOHOL SERVICE WITH FOOD ONLY;and3) PATIO TO BE STAFFED AT ALL TIMES.,IN ONE ROOM FIRST FLOOR WITH KITCHEN AND STOCKROOM AND ONE ROOM ON THE 2ND FLOOR; STOCKROOM IN THE BASEMENT.  INCLUDES AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER FOR 12 PATRONS ON DPW LAND.  INDOOR CAPACITY BREAKDOWN: 1ST FL = 228; 2ND FL = 167.,2013-11-27,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,395,"SAPHO, INC.",NULL,166,,  Canal ST,Boston,MA,02114,"(0.0, 0.0)",42.365022,-71.061067,42.365022,-71.06106
LB-98979,"1732 CENTRE STREET,INC.",WEST,ALCOHOLIC BEVERAGES TO BE SERVED WITH BRUNCH ON SUNDAYS BEGINNING AT 11:00 AM.  CAPACITY BREAKDOWN: 1ST FL - 133 SEATED  107 STANDING; LOWER LEVEL - 38 SEATED  12 STANDING; SEASONAL PATIO - 18.,UNNUMBERED ENTRANCE ON BELGRADE AVENUE AND ADDITIONAL ENTRANCE/EXITS ON CENTRE STREET IN 3 ROOMS AND KITCHEN ON 1ST FLOOR; IN 1 ROOM AND KITCHEN ON 1ST FLOOR; IN 1 ROOM & KITCHEN  PREP AREA & RESTROOMS IN BASEMENT W/ 2 EXITS AT REAR AND TO INCLUDE A SEASONAL OUTDOOR PATIO FROM APRIL - OCTOBER FOR 18,2013-11-25,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,290,"1732 CENTRE STREET,INC.",NULL,1732,1736,  Centre ST,West Roxbury,MA,02132,"(0.0, 0.0)",42.287083,-71.149611,42.287083,-71.14961
LB-98988,"MODERN LUNCH, INCORPORATED",JEVELI,,Rear entrance at 340 Bennington St; in three rooms and kitchen on first floor; and cellar for stock.,2013-11-21,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,218,"MODERN LUNCH, INC.",NULL,387,,  Chelsea ST,East Boston,MA,02128,"(0.0, 0.0)",42.37959,-71.027201,42.37959,-71.02720
LB-98993,"BOSTON NIGHT LIFE VENTURES, INC.",THE TAP,NONE,17 Union St. In two rooms used for dining and lounge on the first floor  kitchen in rear; storage in basement.,2013-11-19,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,130,"BOSTON NIGHT LIFE VENTURES, INC.",NULL,17,,  Union ST,Boston,MA,02109,"(0.0, 0.0)",42.360847,-71.05682,42.360847,-71.0568
LB-99002,UKUSA CORP.,LUCCA,1.  Kitchen windows to be kept closed at all times. 2.  Rubbish and trash to be stored inside until picked up. 3.  Patrons to avoid double parking in front of premises.,ON 2ND LEVEL IN ONE ROOM BASEMENT LEVEL BAR AND DINING ROOM  KITCHEN IN THE REAR; OFFICE AND STORAGE IN REAR.  FIRST FLOOR BAR AND DINING ROOM AND  TO INCLUDE AN ADDITIONAL DINING AREA AT ADJACENT SPACE LOCATED AT 224 HANOVER STREET.,2013-11-19,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,252,UKUSA CORP.,NULL,224,226,  Hanover ST,Boston,MA,02113,"(0.0, 0.0)",42.363084,-71.055321,42.363084,-71.05532
LB-99003,"VADO PAZZO, INC.",RESTAURANT BRICCO,,IN TWO LARGE ROOMS ON FIRST FLOOR WITH KITCHEN IN THE REAR.  SECOND FLOOR IN ONE LARGE ROOM.  BASEMENT FOR PREP AND STORAGE.  MAIN ENTRANCE AT 241 HANOVER STREET AND TWO REAR EXITS. CAPACITY BREAKDOWN: 1ST FL - 32 @ BAR STOOLS  78 @ TABLES; 2ND FL - 60 @ TABLES.,2013-11-18,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,170,"VADO PAZZO, INC.",NULL,241,,  Hanover ST,Boston,MA,02113,"(0.0, 0.0)",42.363126,-71.0549,42.363126,-71.054
LB-99006,"THE SALTY DOG, INC.",THE SALTY DOG,ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH BRUNCH ON SUNDAYS: FROM - 11AM -NOON.,In three rooms and kitchen  basement level with a Summer garden abutting thereto.,2013-11-20,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,154,"THE SALTY DOG, INC.",NULL,206,,Faneuil Hall Marketplace ,Boston,MA,02109,"(0.0, 0.0)",42.366062,-71.048291,42.366062,-71.04829
LB-99007,BOSTON PALM CORPORATION,BOSTON PALM,CAPACITY BREAKDOWN:13 PERSONS -INTERIOR ONLY BAR STOOLS; 16 PERSONS- LOUNGE SEATS; 49 PERSONS - PLATFORM SEATS; 24 PERSONS - PRIVATE A SEATS; 16 PERSONS - PRIVATE B SEATS; 102 PERSONS - MAIN DINING SEATS; 72 PERSONS-EXTERIOR PATIO SEATS.,IN ONE (1) ROOM IN THE LOBBY OF ONE INTERNATIONAL PLACE INCLUDING KITCHEN AND STORAGE; ENTRANCES/EXITS TO INTERNATIONAL PLACE LOBBY AND TO OLIVER STREET.  INCLUDES OUTDOOR SEATING ON PRIVATE PROPERTY FOR 72 PATRONS FROM 10:00 A.M. - MIDNIGHT.  ONE INTERNATIONAL PLACE  BOSTON  MA  02110,2013-11-21,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,292,BOSTON PALM CORPORATION,NULL,1,,  International PL,Boston,MA,02110,"(0.0, 0.0)",42.355815,-71.052229,42.355815,-71.05222
LB-99008,"SCKC, INC",SPORTS GRILLE BOSTON,PATIO CONDITIONS: 1)MUST CLOSE AT 10:00P.M.; 2) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS; AND3)MUST BE STAFFED AT ALL TIMES.BOARD APPROVED 11:00 A.M. OPENING ON SUNDAYS FOR BRUNCH WITH ALCOHOL TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.,DINING FACILITIES AND KITCHEN ON THE FIRST FLOOR WITH STORAGE IN LOWER LEVEL.  ENTRANCE AND EXIT ON CANAL STREET.  INCLUDES AN OUTDOOR SEASONAL PATIO FROM APRIL THROUGH OCTOBER ON CANAL STREET FOR 38 PATRONS.,2013-11-25,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,153,"SCKC, INC",NULL,132,134,  Canal ST,Boston,MA,02114,"(0.0, 0.0)",42.36469,-71.060648,42.36469,-71.06064
LB-99009,STEPHI'S ON TREMONT LLC,STEPHI'S ON TREMONT,INSIDE CLOSING HOUR:SUNDAY-WEDNESDAY  12:00 A.M.; THURSDAY-SATURDAY  1:00 A.M.INSIDE SERVICE CONDITIONS:1) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS AT TABLES; 2) AGREEMENT WITH UNION PARK  ELLIS NEIGHBORHOOD ASSOCIATIONS HEREBY INCORPORATED BY REFERENCE. OUTDOOR PATIO CONDITIONS: 1) 28 PATRONS; 2) CLOSING HOUR: SUNDAY  MONDAY 10:00 P.M.;TUESDAY-SATURDAY  11:00 P.M.; 3) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS; AND4) PATIO MIUST BESTAFFED AT ALL TIMES.,ON FIRST FLOOR; IN ONE ROOM  MAIN DINING AREA  BAR  PRIVATE DINING AREA AND RESTROOM.  STORAGE  KITCHEN AND RESTROOMS IN BASEMENT. AND TO INCLUDE AN OUTDOOR SEASONAL PATIO FROM,2013-11-27,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,12:00 AM,12:30 AM,135,STEPHI'S ON TREMONT LLC,NULL,571,,  Tremont ST,Roxbury,MA,02118,"(0.0, 0.0)",42.343676,-71.072626,42.343676,-71.07262
LB-99015,"CITY ROADHOUSE, INC.",HARRY'S BAR AND GRILL,A.) NO ONE ADMITTED AFTER 1:00 A.M.,Rear entrance from alley for stock; in two rooms and kitchen on first floor; cellar for stock.,2013-12-01,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,146,"CITY ROADHOUSE, INC.",NULL,1430,1432,  Commonwealth AV,Brighton,MA,02135,"(0.0, 0.0)",42.348342,-71.139906,42.348342,-71.13990
LB-99018,"BRAEMORE LOUNGE, INC.",CORNWALL'S,1) FOOD AVAILABLE AT ALL TIMES. 2) MECHANICAL ENTERTAINMENT ONLY NO LIVE ENTERTAINMENT OR DANCING BY PATRONS. 3) OPEN ON SUNDAYS AT 11:00 A.M. FOR THE SALE OF ALCOHOLIC BEVERAGES WITH BRUNCH. PATIO CONDITIONS: 1) ALCOHOLIC BEVERAGES TO BE SERVED ONLY IN CONJUNCTION WITH MEALS.2) MUST BE STAFFED AT ALL TIMES.,IN TWO ROOMS ON THE FIRST FLOOR WITH KITCHEN; MAIN ENTRANCE ON BEACON STREET AND EXIT TO ALLEY IN REAR; OFFICE ON MEZZANINE; STORAGE IN BASEMENT AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PRIVATE PROPERTY FOR 16 PATRONS FROM APRIL THROUGH OCTOBER.,2013-11-26,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,170,"BRAEMORE LOUNGE, INC.",(617)262-3749,652,654,  Beacon ST,Boston,MA,02215,"(0.0, 0.0)",42.349396,-71.095903,42.349396,-71.09590
LB-99019,"HSB, LLC",ISLAND CREEK OYSTER BAR,ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS AT 10:00 A.M.,IN ONE (1) ROOM AND KITCHEN ON FIRST FLOOR WITH ENTRANCE ON COMMONWEALTH AVENUE/EXIT AND ADDITIONAL ENTRANCE/EXIT THROUGH HOTEL LOBBY AND EMERGENCY EXIT THROUGH REAR OF PREMISES THROUGH HOTEL EMERGENCY EXIT.,2013-11-26,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,395,"HSB, LLC",NULL,498,,  Commonwealth AV,Boston,MA,02215,"(0.0, 0.0)",42.348788,-71.094974,42.348788,-71.09497
LB-99021,COMM 973 GROUP LLC,T'S PUB,,IN ONE ROOM  KITCHEN AREA & STORAGE AREA ON THE FIRST FLOOR.  AND TO INCLUDE AN OUTDOOR SEASONAL PATIO ON PUBLIC PROPERTY FOR 49 SEATS BETWEEN THE HOURS OF 11:00 A.M. - MIDNIGHT.,2013-11-29,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,185,COMM 973 GROUP LLC,NULL,971,973,  Commonwealth AV,Boston,MA,02215,"(0.0, 0.0)",42.352007,-71.119221,42.352007,-71.11922
LB-99023,"RATTLESNAKE BAR & GRILL, INC.",THE RATTLESNAKE BAR & GRILL,ROOFDECK CONDITIONS: 1) ANY ALCOHOL TO BE SERVED AT TABLES ON THE ROOFDECK MUST BE ACCOMPANIED BY FOOD ORDERED FROM THE MENU; AND2) 2:00 A.M. CLOSING HOUR. SIDEWALK PATIO CONDITIONS: 1) ALCOHOL WITH FOOD ONLY; 2) TO BE STAFFED AT ALL TIMES; AND3) MIDNIGHT CLOSING HOUR.,IN ONE ROOM WITH KITCHEN ON 1ST FLOOR  IN ONE ROOM  KITCHEN & OPEN AIR DECK ON 2ND FLOOR AND BASEMENT. 2ND FLOOR CAPACITY: 196 TOTAL - 96 PERSONS INSIDE - 100 PERSONS OUTSIDE FOR A SEASONAL ROOFDECK.  (SEE ISD CERTIFICATE FOR BREAKDOWN OF CAPACITY). AND TO INCLUDE AN OU,2013-11-29,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,435,"RATTLESNAKE BAR & GRILL, INC.",NULL,384,,  Boylston ST,Boston,MA,02116,"(0.0, 0.0)",42.35135,-71.071935,42.35135,-71.07193
LB-99026,"BB SOCIAL CLUB, LLC",BACK BAY SOCIAL CLUB,1) ALCOHOL TO BE SERVED ONLY WITH FOOD AT TABLES. 2) SERVICE ON PATIO TO END AT MIDNIGHT. 3) FOOD AVAILABLE AT BAR AT ALL TIMES. 4) ALCOHOLIC BEVARAGES SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS 10:00 A.M.,IN ONE ROOM AND KITCHEN ON BASEMENT LEVEL  ONE ROOM ON FIRST FLOOR AND SEASONAL OUTDOOR PATIO IN FRONT OF PREMISE. PATIO  32  1ST FLOOR 124 (102 SEATED  22 STANDING) LOWER LEVEL 116 SEATED.,2013-11-26,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,2:00 AM,2:30 AM,272,"BB SOCIAL CLUB, LLC",NULL,867,,  Boylston ST,Boston,MA,02116,"(0.0, 0.0)",42.348735,-71.083437,42.348735,-71.08343
LB-99030,"THE METROPOLITAN CLUB, INC.",MET PRIME,ALCOHOLIC BEVERAGES TO BE SERVED IN CONJUNCTION WITH BRUNCH ON SUNDAYS BEGINNING 11:00 A.M.  PATIO CONDITION: LICENSEE MUST ENSURE THAT PEDESTRIANS DO NOT ATTACH ANYTHING TO FENCING.,BAR AND DINING ROOM ENTRANCE AND EXIT 1ST FLOOR; 281 DARTMOUTH STREET.  KITCHEN AND OFFICE 1ST FLOOR; 277 DARTMOUTH STREET.  2 DINING ROOMS 1ST FLOOR; 279 DARTMOUTH STREET; STORAGE AND EXIT IN BASEMENT; 147 NEWBURY STREET; DINING ROOM BAR AND 2 EXITS BASEMENT LEVEL 281 DARTMOUTH STREET.  BASEMENT KI,2013-11-19,2015-12-31,Active,CV7AL,CV7 All Alc.,NULL,1:00 AM,1:30 AM,268,"THE METROPOLITAN CLUB, INC.",NULL,279,,  Dartmouth ST,Boston,MA,02116,"(0.0, 0.0)",42.351119,-71.077526,42.351119,-71.07752
